Nome_entidade,Cidade,Dependencia_adm,Localizacao,Numero_de_alunos,porte_da_escola,numero_de_participantes_no_enem,taxa_de_participacao,indicador_de_permanencia_na_escola,indicador_nivel_socioeconomico,faixa_indicador_de_formacao_docente,indicador_de_formacao_docente,taxa_de_aprovacao,taxa_de_reprovacao,taxa_de_abandono,Linguagem,Redacao,Matematica,Humanas,Natureza
EEB PADRE ANTONIO TRIVELLIN,PAINEL,Estadual,Urbana,21,De 1 a 30 alunos,13,"61,9",80% ou mais,Médio,Até 50%,"40,3","72,4","17,3","10,3","468,81","432,31","427,48","523,02","432,74"
EEB PROF URSULINA DE SENNA CASTRO,PALHOCA,Estadual,Urbana,27,De 1 a 30 alunos,14,"51,85",80% ou mais,Médio Alto,Maior que 50%,"83,3","70,8","17,3","11,9","493,47","481,43","452,12","541,5","469,09"
EEB PROFª NICOLINA TANCREDO,PALHOCA,Estadual,Urbana,21,De 1 a 30 alunos,12,"57,14",De 40% a 60%,Médio Alto,Maior que 50%,"70,1","61,2","32,8",6,"502,1","443,33","469,35","557,61","485,08"
EEB IRMA MARIA TERESA,PALHOCA,Estadual,Urbana,418,Mais que 90 alunos,306,"73,21",80% ou mais,Alto,Maior que 50%,"67,4","73,8","22,6","3,6","523,24","515,03","492,48","558,4","499,1"
EEB JOSE MARIA CARDOSO DA VEIGA,PALHOCA,Estadual,Urbana,47,De 31 a 60 alunos,27,"57,45",80% ou mais,Alto,Maior que 50%,62,"84,5","12,2","3,3","482,62","474,07","436,56","516,42","470,84"
COLEGIO VISAO UNID PEDRA BRANCA,PALHOCA,Privada,Urbana,14,De 1 a 30 alunos,13,"92,86",De 40% a 60%,Sem informação,Maior que 50%,"56,4","97,2","2,8",0,"579,72","601,54","592,74","621,42","573,86"
COLEGIO ENERGIA,PALHOCA,Privada,Urbana,64,De 61 a 90 alunos,55,"85,94",De 40% a 60%,Muito Alto,Maior que 50%,75,"95,7","4,3",0,"584,57","650,91","645,06","616,61","580,37"
CENTRO EDUC SAO JUDAS TADEU,PALHOCA,Privada,Urbana,17,De 1 a 30 alunos,13,"76,47",80% ou mais,Alto,Maior que 50%,73,"98,4","1,6",0,"551,39","550,77","529,57","592,06","523,28"
CENTRO DE ED ELCANA,PALHOCA,Privada,Urbana,26,De 1 a 30 alunos,17,"65,38",80% ou mais,Alto,Até 50%,"41,7","93,3","6,7",0,"515,69","550,59","501,91","550,95","515,35"
CENTRO EDUCACIONAL PROMISSOR LTDA,PALHOCA,Privada,Urbana,36,De 31 a 60 alunos,35,"97,22",De 60% a 80%,Muito Alto,Maior que 50%,"68,5",93,7,0,"556,1","623,43","598,08","612,46","541,05"
COLEGIO FATENP,PALHOCA,Privada,Urbana,39,De 31 a 60 alunos,36,"92,31",Menos de 20%,Alto,Maior que 50%,"76,1","94,8","5,2",0,"552,01","581,67","568,78","579,69","537,4"
EEB CLAUDINO CRESTANI,PALMA SOLA,Estadual,Urbana,74,De 61 a 90 alunos,46,"62,16",80% ou mais,Médio Alto,Maior que 50%,"65,3","78,3","15,5","6,2","485,34","455,65","450,72","526,78","482,72"
EEB JORGE LACERDA,PALMITOS,Estadual,Rural,11,De 1 a 30 alunos,11,100,80% ou mais,Médio Alto,Maior que 50%,"69,4","88,9","8,9","2,2","470,82","383,64","457,93","520,29","469,72"
EEB FELISBERTO DE CARVALHO,PALMITOS,Estadual,Urbana,123,Mais que 90 alunos,93,"75,61",80% ou mais,Médio Alto,Maior que 50%,63,"88,8","4,3","6,9","483,19","435,7","450,55","538,83","468,47"
EEB PRINCESA ISABEL,PALMITOS,Estadual,Urbana,17,De 1 a 30 alunos,14,"82,35",80% ou mais,Alto,Maior que 50%,"83,3",92,8,0,"538,56","592,86","516,04","571,91","496,56"
EEB ALINOR VIEIRA CORTE,PAPANDUVA,Estadual,Urbana,145,Mais que 90 alunos,83,"57,24",80% ou mais,Médio Alto,Até 50%,50,"88,3","10,2","1,5","498,07","504,34","477,31","537,93","472,71"
EEB MANOEL ESTEVAO FURTADO,PAPANDUVA,Estadual,Urbana,36,De 31 a 60 alunos,18,50,80% ou mais,Médio Alto,Até 50%,"43,8","83,8","12,7","3,5","489,24","434,44","455,02","533,35","467,09"
EEB GOV ILDO MENEGHETTI,PASSO DE TORRES,Estadual,Urbana,65,De 61 a 90 alunos,44,"67,69",80% ou mais,Médio Alto,Maior que 50%,"74,5","78,8","15,9","5,3","488,15","474,09","450,93","530,55","470,72"
EEB PROFª CORALIA GEVAERD OLINNGER,PASSOS MAIA,Estadual,Urbana,47,De 31 a 60 alunos,30,"63,83",80% ou mais,Médio Alto,Até 50%,"47,1","74,5","17,4","8,1","473,32","440,67","434,54","522,42","449,92"
EEB IMACULADO CORACAO DE MARIA,PEDRAS GRANDES,Estadual,Urbana,26,De 1 a 30 alunos,22,"84,62",80% ou mais,Alto,Até 50%,"38,3","69,7","21,8","8,5","504,98",450,"475,38","518,7","467,99"
EEB PROF JOAO BATISTA PAIVA,PENHA,Estadual,Urbana,51,De 31 a 60 alunos,26,"50,98",De 60% a 80%,Alto,Maior que 50%,"66,7","87,2","12,4","0,4","501,42","475,38","453,32","521,42","466,79"
EEB MANOEL HENRIQUE DE ASSIS,PENHA,Estadual,Urbana,121,Mais que 90 alunos,64,"52,89",De 40% a 60%,Alto,Até 50%,"35,4","85,3","5,6","9,1","495,17","502,19","466,8","541,58","481,51"
EEB IRMA ANUNCIATA SPERANDIO,PERITIBA,Estadual,Urbana,21,De 1 a 30 alunos,16,"76,19",80% ou mais,Médio Alto,Até 50%,"35,6","87,6","10,6","1,8","526,21","527,5","479,41","583,77","514,95"
EEB PREF FREDERICO PROBST,PETROLANDIA,Estadual,Rural,22,De 1 a 30 alunos,12,"54,55",80% ou mais,Médio Alto,Até 50%,"41,7","98,7","1,3",0,"470,25","411,67","423,86","496,77","454,53"
EEB HERMES FONTES,PETROLANDIA,Estadual,Urbana,56,De 31 a 60 alunos,30,"53,57",80% ou mais,Médio Alto,Maior que 50%,"52,7","86,2",10,"3,8","490,59","441,33","442,81","528,39","466,72"
EEB JOSE MARCOLINO ECKERT,PINHALZINHO,Estadual,Urbana,134,Mais que 90 alunos,91,"67,91",80% ou mais,Alto,Até 50%,"48,7","79,5","10,8","9,7","505,2","517,14","489,95","560,04","488,24"
EEB VENDELINO JUNGES,PINHALZINHO,Estadual,Urbana,45,De 31 a 60 alunos,29,"64,44",80% ou mais,Médio Alto,Maior que 50%,"68,1","67,2","19,6","13,2","510,74","508,28","471,24","545,55","469,19"
CENTRO DE ED OBJETIVO,PINHALZINHO,Privada,Urbana,11,De 1 a 30 alunos,11,100,80% ou mais,Muito Alto,Maior que 50%,"52,6","96,8","3,2",0,"575,91","689,09","606,76","594,81","572,68"
EEB PROFESSORA MAURA DE SENNA PEREIRA,PINHEIRO PRETO,Estadual,Urbana,38,De 31 a 60 alunos,24,"63,16",80% ou mais,Médio Alto,Maior que 50%,"57,1",86,"11,2","2,8","501,55","543,33","441,88","548,14","461,83"
EEB CARLOS CHAGAS,PIRATUBA,Estadual,Urbana,73,De 61 a 90 alunos,49,"67,12",80% ou mais,Médio,Maior que 50%,"70,5","94,4","4,8","0,8","496,82","497,55","467,8","541,65","460,92"
EEB PROFª LOURDES TONIN,PLANALTO ALEGRE,Estadual,Urbana,31,De 31 a 60 alunos,24,"77,42",80% ou mais,Médio Alto,Maior que 50%,"59,7","93,1","6,1","0,8","491,73","449,17","476,93","526,6","490,02"
COLEGIO SINODAL DOUTOR BLUMENAU,POMERODE,Privada,Urbana,34,De 31 a 60 alunos,32,"94,12",80% ou mais,Muito Alto,Maior que 50%,"51,1","97,9","2,1",0,"595,08","678,75","698,51","645,35","615,69"
ESCOLA DE EDUCACAO BASICA FREI ROGERIO,PONTE ALTA DO NORTE,Estadual,Urbana,29,De 1 a 30 alunos,15,"51,72",80% ou mais,Médio Alto,Maior que 50%,"54,2","75,5","19,2","5,3","469,33",440,"452,21","504,01","458,01"
EEB DOM VITAL,PONTE SERRADA,Estadual,Urbana,98,Mais que 90 alunos,62,"63,27",80% ou mais,Médio Alto,Maior que 50%,"66,7","74,7",10,"15,3","500,63","527,42","452,05","543,35","483,5"
EEB TIRADENTES,PORTO BELO,Estadual,Urbana,113,Mais que 90 alunos,65,"57,52",80% ou mais,Médio Alto,Maior que 50%,"59,3","81,8","15,3","2,9","511,95","500,31","475,8","546,82","483,5"
CENTRO EDUC PORTO DAS AGUAS LTDA,PORTO BELO,Privada,Urbana,21,De 1 a 30 alunos,19,"90,48",De 60% a 80%,Alto,Até 50%,"44,2","90,9","8,1",1,"548,81","594,74","537,23","582,37","538,12"
EEB CEL CID GONZAGA,PORTO UNIAO,Estadual,Urbana,150,Mais que 90 alunos,97,"64,67",De 60% a 80%,Alto,Maior que 50%,"54,9","84,5","12,2","3,3","494,01","481,24","458,86","540,95","471,79"
EEB PROF CLEMENTINO BRITTO,PORTO UNIAO,Estadual,Urbana,24,De 1 a 30 alunos,13,"54,17",80% ou mais,Médio,Maior que 50%,"52,1","88,6","6,8","4,6","505,55","427,69","481,33","553,61","501,02"
EEB PROF GERMANO WAGENFUHR,PORTO UNIAO,Estadual,Urbana,55,De 31 a 60 alunos,31,"56,36",De 60% a 80%,Médio Alto,Maior que 50%,"50,9","88,6","11,4",0,"491,55","436,13","461,21","519,16","450,36"
COLEGIO SANTOS ANJOS,PORTO UNIAO,Privada,Urbana,32,De 31 a 60 alunos,23,"71,88",De 20% a 40%,Alto,Maior que 50%,85,"93,3","5,6","1,1","534,46","571,61","543,22",596,"542,5"
COLEGIO SAO JOSE,PORTO UNIAO,Privada,Urbana,57,De 31 a 60 alunos,52,"91,23",80% ou mais,Muito Alto,Maior que 50%,"72,4",96,4,0,"585,8","663,08","641,37","637,01","601,07"
CENTRO EDUC CEU AZUL,PORTO UNIAO,Privada,Urbana,22,De 1 a 30 alunos,16,"72,73",De 60% a 80%,Muito Alto,Maior que 50%,"58,3","95,2","4,8",0,"517,76","496,25","492,53","571,45","489,98"
EEB PROF ANAIR MARGARIDA VOLTOLINI,POUSO REDONDO,Estadual,Urbana,28,De 1 a 30 alunos,19,"67,86",80% ou mais,Médio Alto,Até 50%,"26,7","73,8","15,9","10,3","503,61","463,16","443,89","525,48","467,98"
EEB PREF ARNO SIEWERDT,POUSO REDONDO,Estadual,Urbana,105,Mais que 90 alunos,57,"54,29",De 60% a 80%,Médio Alto,Maior que 50%,"61,9",81,"9,1","9,9","488,55","430,53","468,55","536,76","468,43"
EEB BULCAO VIANA,PRAIA GRANDE,Estadual,Urbana,73,De 61 a 90 alunos,46,"63,01",80% ou mais,Médio Alto,Maior que 50%,"55,6","73,3","15,8","10,9","489,58","492,61","439,42","531,74","474,35"
EEB DOIS IRMAOS,PRESIDENTE CASTELLO BRANCO,Estadual,Urbana,26,De 1 a 30 alunos,17,"65,38",80% ou mais,Médio Alto,Até 50%,45,"95,3","4,7",0,"493,11","585,88","483,97","562,02","478,89"
EEB BERNARDO MULLER,PRESIDENTE GETULIO,Estadual,Rural,13,De 1 a 30 alunos,10,"76,92",80% ou mais,Alto,Até 50%,"33,3","81,8","11,4","6,8","493,7",494,"487,91","544,51","476,63"
EEB ORLANDO BERTOLI,PRESIDENTE GETULIO,Estadual,Urbana,92,Mais que 90 alunos,59,"64,13",De 60% a 80%,Alto,Maior que 50%,"54,8","88,6","11,1","0,3","499,87","459,32","467,28","537,75","478,97"
EEB CECILIA AX,PRESIDENTE GETULIO,Estadual,Urbana,25,De 1 a 30 alunos,15,60,De 60% a 80%,Médio Alto,Maior que 50%,"58,9","93,2","5,3","1,5","494,17",408,"451,87","562,53","487,77"
EEB JOAO TOLENTINO JUNIOR,PRESIDENTE NEREU,Estadual,Urbana,26,De 1 a 30 alunos,17,"65,38",80% ou mais,Médio Alto,Até 50%,"41,7","86,4","11,4","2,2","498,76","447,06","467,56","527,54","507,06"
EEB ANTENOR NASCENTES,PRINCESA,Estadual,Urbana,36,De 31 a 60 alunos,21,"58,33",80% ou mais,Médio Alto,Maior que 50%,"60,7",92,"7,3","0,7","458,12","475,24","457,71","519,19","459,8"
ESC FAMILIAR RURAL SANTO AGOSTINHO,QUILOMBO,Estadual,Rural,25,De 1 a 30 alunos,16,64,80% ou mais,Médio,Até 50%,"8,3",89,11,0,"467,19","416,25","427,83","503,49","451,13"
EEB PROF JUREMA SAVI MILANEZ,QUILOMBO,Estadual,Urbana,82,De 61 a 90 alunos,67,"81,71",80% ou mais,Médio Alto,Maior que 50%,"62,7","81,1",15,"3,9","488,95","512,24","432,77","525,59","473,42"
EEB SANTOS ANJOS,RIO DAS ANTAS,Estadual,Urbana,26,De 1 a 30 alunos,19,"73,08",80% ou mais,Médio Alto,Maior que 50%,"55,4","71,9",14,"14,1","518,53","492,63","495,22","562,48","495,57"
EEB DR FERNANDO FERREIRA DE MELLO,RIO DO CAMPO,Estadual,Urbana,69,De 61 a 90 alunos,60,"86,96",80% ou mais,Médio Alto,Maior que 50%,"51,1","86,8","8,3","4,9","499,64","465,33","474,43","543,3","471,29"
EEB FRANCISCO ALTAMIR WAGNER,RIO DO SUL,Estadual,Urbana,16,De 1 a 30 alunos,11,"68,75",80% ou mais,Alto,Maior que 50%,"58,3","79,4","8,5","12,1","532,2","541,82","479,75","554,85","476,52"
EEB DEP JOAO CUSTODIO DA LUZ,RIO DO SUL,Estadual,Urbana,21,De 1 a 30 alunos,15,"71,43",De 60% a 80%,Alto,Até 50%,"29,4","83,3","16,7",0,"524,61","506,67","470,1","552,19","469,98"
EEB PAULO CORDEIRO,RIO DO SUL,Estadual,Urbana,52,De 31 a 60 alunos,31,"59,62",De 60% a 80%,Alto,Até 50%,"33,6","78,6",19,"2,4","504,8","476,13","470,65","555,41","487,56"
EEB ALFREDO DALFOVO,RIO DO SUL,Estadual,Urbana,46,De 31 a 60 alunos,29,"63,04",80% ou mais,Alto,Até 50%,"34,5",65,"25,5","9,5","507,72","535,86","492,05","551,08","479,27"
EEB PROFº HENRIQUE DA SILVA FONTES,RIO DO SUL,Estadual,Urbana,159,Mais que 90 alunos,105,"66,04",De 60% a 80%,Alto,Maior que 50%,"53,1","82,4","13,6",4,"506,59","520,38","479,78","546,55","469,82"
EEB PAULO ZIMMERMANN,RIO DO SUL,Estadual,Urbana,142,Mais que 90 alunos,84,"59,15",De 60% a 80%,Alto,Até 50%,"45,9",69,"27,3","3,7","510,34","486,9","476,75","541,49","472,74"
EEB WILLY HERING,RIO DO SUL,Estadual,Urbana,38,De 31 a 60 alunos,24,"63,16",80% ou mais,Médio Alto,Até 50%,50,"76,7","17,5","5,8","473,84","445,83","437,61","530,7","467,78"
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA - CAMPUS RIO DO SUL,RIO DO SUL,Federal,Rural,113,Mais que 90 alunos,97,"85,84",80% ou mais,Médio Alto,Maior que 50%,"69,1","90,9","6,9","2,2","504,88","528,87","499,52","557,27","497,78"
COLEGIO DOM BOSCO,RIO DO SUL,Privada,Urbana,29,De 1 a 30 alunos,20,"68,97",80% ou mais,Muito Alto,Maior que 50%,"52,4","93,1","3,4","3,5","561,31",641,"564,64","598,92","549,21"
COLEGIO SINODAL RUY BARBOSA,RIO DO SUL,Privada,Urbana,38,De 31 a 60 alunos,31,"81,58",80% ou mais,Muito Alto,Maior que 50%,"58,8","96,4","3,6",0,"566,33","627,1","575,01","606,04","543,34"
INSTITUTO MARIA AUXILIADORA,RIO DO SUL,Privada,Urbana,52,De 31 a 60 alunos,42,"80,77",80% ou mais,Alto,Maior que 50%,"58,8","96,4","3,6",0,"544,33","625,24","562,46","576,38","540,44"
ESC DE ED BASICA DA UNIDAVI,RIO DO SUL,Privada,Urbana,29,De 1 a 30 alunos,25,"86,21",De 60% a 80%,Muito Alto,Até 50%,"46,2",94,"2,4","3,6","562,21","601,6","536,72","584,5","525,18"
COLEGIO ALTO VALE LTDA,RIO DO SUL,Privada,Urbana,68,De 61 a 90 alunos,61,"89,71",De 60% a 80%,Muito Alto,Maior que 50%,"52,2","98,3","1,7",0,"569,16","690,16","611,4","604,85","580,78"
EEB PROFº GIOVANI TRENTINI,RIO DOS CEDROS,Estadual,Urbana,113,Mais que 90 alunos,70,"61,95",80% ou mais,Alto,Maior que 50%,57,"84,2",15,"0,8","505,56","465,71","466,98","534,89","469,82"
EEB NS DE FATIMA,RIO FORTUNA,Estadual,Urbana,28,De 1 a 30 alunos,22,"78,57",80% ou mais,Alto,Maior que 50%,"52,5","83,9","11,4","4,7","498,32","493,64","452,31","547,6","500,24"
EEB JORGE ZIPPERER,RIO NEGRINHO,Estadual,Urbana,119,Mais que 90 alunos,71,"59,66",De 60% a 80%,Médio Alto,Maior que 50%,"57,2","91,3","8,7",0,"501,93","500,85","463,34","545,3","484,94"
EEM MANUEL DA NOBREGA,RIO NEGRINHO,Estadual,Urbana,227,Mais que 90 alunos,148,"65,2",80% ou mais,Médio Alto,Maior que 50%,63,"71,3","21,7",7,"511,72","526,62","473,3","560,14","496,88"
COLEGIO CENECISTA SAO JOSE,RIO NEGRINHO,Privada,Urbana,25,De 1 a 30 alunos,23,92,80% ou mais,Muito Alto,Até 50%,"44,7","98,2","1,8",0,"556,83","522,61","578,81","590,95",563
COLEGIO CAMINHO DO SABER,RIO NEGRINHO,Privada,Urbana,18,De 1 a 30 alunos,14,"77,78",De 40% a 60%,Muito Alto,Maior que 50%,"71,4","98,7","1,3",0,"546,14","578,57","531,66","567,86","520,74"
EEB PROFº DJALMA BENTO,RIO RUFINO,Estadual,Urbana,31,De 31 a 60 alunos,17,"54,84",80% ou mais,Médio Alto,Maior que 50%,"56,7",82,"11,5","6,5","446,95","370,59","448,5","516,78","437,18"
ASSOC CASA FAMILIAR RURAL DE RIQUEZA,RIQUEZA,Estadual,Rural,17,De 1 a 30 alunos,11,"64,71",80% ou mais,Sem informação,Até 50%,"41,7","89,4","10,6",0,450,"443,64","490,21","513,34","506,84"
EEB PROF GENOVEVA DALLA COSTA,RIQUEZA,Estadual,Urbana,64,De 61 a 90 alunos,45,"70,31",80% ou mais,Médio,Maior que 50%,57,"78,4","17,7","3,9","474,18","415,56","458,6","526,46","458,81"
EEB PROF HERMINIO HEUSI DA SILVA,ROMELANDIA,Estadual,Urbana,62,De 61 a 90 alunos,38,"61,29",80% ou mais,Médio,Maior que 50%,"75,8","85,3","11,9","2,8","485,19","404,21","424,52","519,19","477,09"
EEB GUILHERME ANDRE DALRI,SALETE,Estadual,Urbana,94,Mais que 90 alunos,57,"60,64",80% ou mais,Médio Alto,Até 50%,"32,2","85,1",14,"0,9","480,69","445,61","453,87","517,52","461,73"
EEB EMILIA BOOS LAUS SCHMIDT,SALTINHO,Estadual,Urbana,43,De 31 a 60 alunos,29,"67,44",80% ou mais,Médio,Maior que 50%,"66,7",73,"19,6","7,4","477,38","373,79","428,62","531,29","471,11"
EEB CECILIA VIVAN,SALTO VELOSO,Estadual,Urbana,53,De 31 a 60 alunos,31,"58,49",80% ou mais,Médio Alto,Até 50%,"33,3",90,"3,8","6,2",478,"397,42","468,9","535,76","476,51"
EEB SANTA HELENA,SANTA HELENA,Estadual,Urbana,29,De 1 a 30 alunos,21,"72,41",80% ou mais,Médio Alto,Maior que 50%,"65,3","93,1",2,"4,9","485,82","492,38","452,27","531,51","471,82"
EEB JOAO DOS SANTOS AREAO,SANTA ROSA DO SUL,Estadual,Urbana,66,De 61 a 90 alunos,45,"68,18",80% ou mais,Médio Alto,Maior que 50%,"65,4","82,8","8,9","8,3","488,58",500,"443,82","529,62","471,3"
INSTITUTO FEDERAL CATARINENSE CAMPUS SOMBRIO,SANTA ROSA DO SUL,Federal,Rural,173,Mais que 90 alunos,160,"92,49",80% ou mais,Médio Alto,Maior que 50%,"81,6","89,4","9,7","0,9","548,83","575,13","572,72","589,36","544,28"
EEB PE JOAO KOMINEK,SANTA TEREZINHA,Estadual,Urbana,44,De 31 a 60 alunos,32,"72,73",80% ou mais,Médio,Maior que 50%,56,"97,4","1,6",1,"479,71","408,75","423,66","520,94","458,64"
EEB SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,Estadual,Urbana,40,De 31 a 60 alunos,27,"67,5",80% ou mais,Médio,Maior que 50%,"53,6","82,5","14,9","2,6","488,12","393,33","424,96","518,39","442,51"
EEB SAO TIAGO,SANTIAGO DO SUL,Estadual,Urbana,20,De 1 a 30 alunos,17,85,80% ou mais,Médio,Até 50%,"38,4","93,2","6,8",0,"463,08","450,59","461,92","501,53","437,31"
EEB NEREU RAMOS,SANTO AMARO DA IMPERATRIZ,Estadual,Urbana,161,Mais que 90 alunos,115,"71,43",De 60% a 80%,Alto,Maior que 50%,90,"78,9","18,4","2,7","518,28","514,17","478,61","556,34","493,25"
CURSO E COLEGIO IDEOLOGIA,SANTO AMARO DA IMPERATRIZ,Privada,Urbana,27,De 1 a 30 alunos,17,"62,96",80% ou mais,Muito Alto,Maior que 50%,"61,8","98,8","1,2",0,"563,29","624,71","543,23","608,84","540,91"
EEB FREDERICO FENDRICH,SAO BENTO DO SUL,Estadual,Urbana,102,Mais que 90 alunos,53,"51,96",80% ou mais,Médio Alto,Maior que 50%,"64,6",69,"15,2","15,8","506,25","500,38","470,96","547,16","478,28"
EEB PREF CARLOS ZIPPERER SOBRINHO,SAO BENTO DO SUL,Estadual,Urbana,80,De 61 a 90 alunos,45,"56,25",80% ou mais,Médio Alto,Até 50%,"46,1","74,8","16,1","9,1","490,12","455,56","437,6","527,45","459,44"
EEB CELSO RAMOS FILHO,SAO BENTO DO SUL,Estadual,Urbana,238,Mais que 90 alunos,151,"63,45",80% ou mais,Médio Alto,Maior que 50%,"60,2","83,5","16,5",0,"519,81","505,83","477,16","557,61","483,01"
EEM PROFº ROBERTO GRANT,SAO BENTO DO SUL,Estadual,Urbana,280,Mais que 90 alunos,204,"72,86",80% ou mais,Médio Alto,Maior que 50%,"67,5","79,3","18,9","1,8","532,93","534,02","517,54","576,88","503,11"
COLEGIO BOM JESUS SAO JOSE,SAO BENTO DO SUL,Privada,Urbana,21,De 1 a 30 alunos,19,"90,48",De 60% a 80%,Muito Alto,Maior que 50%,65,"97,8","2,2",0,"573,42","635,79","593,28","616,81","573,83"
COLEGIO GLOBAL,SAO BENTO DO SUL,Privada,Urbana,52,De 31 a 60 alunos,45,"86,54",De 60% a 80%,Muito Alto,Maior que 50%,"68,8","98,6","1,4",0,"552,41","634,67","609,25","599,62","567,73"
COLEGIO DE ENSINO MEDIO UNIVILLE,SAO BENTO DO SUL,Privada,Urbana,40,De 31 a 60 alunos,36,90,De 60% a 80%,Muito Alto,Maior que 50%,"80,8","93,6",5,"1,4","566,06","633,33","629,39","609,95","574,39"
EEB SAO BERNARDINO,SAO BERNARDINO,Estadual,Urbana,46,De 31 a 60 alunos,34,"73,91",80% ou mais,Médio,Maior que 50%,"52,4","90,6",6,"3,4","490,88","468,82","463,02","527,37","496,83"
EEB SAO TARCISIO,SAO BONIFACIO,Estadual,Urbana,21,De 1 a 30 alunos,11,"52,38",80% ou mais,Médio Alto,Até 50%,"38,1","91,1","8,9",0,"498,06","489,09","512,24","540,65","479,57"
EEB CARDEAL ARCOVERDE,SAO CARLOS,Estadual,Urbana,105,Mais que 90 alunos,66,"62,86",80% ou mais,Alto,Até 50%,"46,4","78,6","18,1","3,3","494,64","487,88","467,77","541,98","474,73"
EEB PROF ARGEU FURTADO,SAO CRISTOVAO DO SUL,Estadual,Urbana,31,De 31 a 60 alunos,17,"54,84",De 60% a 80%,Médio Alto,Maior que 50%,"58,3","77,7","14,4","7,9","504,07","497,65","469,79","543,95","477,51"
EEB SANTA CATARINA,SAO FRANCISCO DO SUL,Estadual,Urbana,201,Mais que 90 alunos,110,"54,73",De 60% a 80%,Médio Alto,Maior que 50%,"76,7","77,9",11,"11,1","488,55","472,36","446,62","535,33","456,61"
EEB FELIPE SCHMIDT,SAO FRANCISCO DO SUL,Estadual,Urbana,114,Mais que 90 alunos,72,"63,16",De 60% a 80%,Alto,Maior que 50%,"62,4","91,2","8,8",0,"494,84","445,56","425,51","524,38","463,51"
CENTRO EDUCACIONAL SENIOR,SAO FRANCISCO DO SUL,Privada,Urbana,27,De 1 a 30 alunos,21,"77,78",De 60% a 80%,Alto,Até 50%,50,"93,6","6,4",0,"524,5","533,33","481,17","553,41","486,67"
COLEGIO ADVENTISTA DE SAO FRANCISCO DO SUL,SAO FRANCISCO DO SUL,Privada,Urbana,14,De 1 a 30 alunos,10,"71,43",De 60% a 80%,Alto,Maior que 50%,60,"94,2","5,8",0,"565,46",562,"488,8","598,51","546,86"
ESCOLA DE EDUCACAO BASICA SAO JOAO BATISTA,SAO JOAO BATISTA,Estadual,Urbana,178,Mais que 90 alunos,115,"64,61",De 60% a 80%,Médio Alto,Até 50%,"38,3",84,"12,9","3,1","515,56","547,3","486,42","557,23","496,17"
EEB PROF ELVIRA FARIA PASSOS,SAO JOAO DO ITAPERIU,Estadual,Urbana,45,De 31 a 60 alunos,23,"51,11",80% ou mais,Médio Alto,Maior que 50%,"57,4","77,2","11,6","11,2","459,9","480,87","396,68","509,61","460,56"
EEB CRISTO REI,SAO JOAO DO OESTE,Estadual,Rural,15,De 1 a 30 alunos,12,80,80% ou mais,Médio Alto,Maior que 50%,"62,2","98,5",0,"1,5","484,94",455,"450,12","529,26","460,89"
ESCOLA DE EDUCACAO BASICA MADRE BENVENUTA,SAO JOAO DO OESTE,Estadual,Urbana,51,De 31 a 60 alunos,49,"96,08",80% ou mais,Médio Alto,Maior que 50%,"65,7","98,9","0,5","0,6","510,35","528,57","510,11","557,7","509,32"
EEB PROF MARIA SOLANGE LOPES DE BORBA,SAO JOAO DO SUL,Estadual,Urbana,60,De 31 a 60 alunos,38,"63,33",80% ou mais,Médio Alto,Até 50%,"49,3","81,7","7,7","10,6","501,32","459,47","455,8","542,13","471,64"
EEB SAO JOSE,SAO JOAQUIM,Estadual,Urbana,115,Mais que 90 alunos,60,"52,17",80% ou mais,Médio Alto,Maior que 50%,"59,1","74,8","13,2",12,"500,03","452,67","463,64","537,72","469,45"
EEB MANOEL CRUZ,SAO JOAQUIM,Estadual,Urbana,48,De 31 a 60 alunos,35,"72,92",80% ou mais,Médio Alto,Maior que 50%,"54,2","69,7","14,5","15,8","494,37","449,71","453,05","524,12","475,35"
EDUCANDARIO SANTA ISABEL,SAO JOAQUIM,Privada,Urbana,12,De 1 a 30 alunos,11,"91,67",80% ou mais,Muito Alto,Até 50%,"46,2","98,5","1,5",0,"562,23","589,09","551,29","600,66","527,86"
EEB FRANCISCO TOLENTINO,SAO JOSE,Estadual,Urbana,39,De 31 a 60 alunos,23,"58,97",De 60% a 80%,Alto,Maior que 50%,"61,5","75,9","23,2","0,9","532,83","504,35","491,58","563,01","475,67"
EEB PROF JOAQUIM SANTIAGO,SAO JOSE,Estadual,Urbana,28,De 1 a 30 alunos,17,"60,71",80% ou mais,Médio Alto,Maior que 50%,"93,6","95,5",3,"1,5","467,22","443,53","440,11","521,11","429,58"
EEB PROFESSORA MARIA JOSE BARBOSA VIEIRA,SAO JOSE,Estadual,Urbana,457,Mais que 90 alunos,306,"66,96",De 60% a 80%,Médio Alto,Maior que 50%,"65,2","80,8","14,1","5,1","511,47","510,65","472,91","546,79","478,52"
EEB NS DA CONCEICAO,SAO JOSE,Estadual,Urbana,31,De 31 a 60 alunos,19,"61,29",De 60% a 80%,Alto,Maior que 50%,"73,1","72,8","24,7","2,5","523,79","521,05","504,94","546,18","482,53"
EEB BELA VISTA,SAO JOSE,Estadual,Urbana,32,De 31 a 60 alunos,17,"53,13",80% ou mais,Médio Alto,Maior que 50%,"69,2","82,3","15,4","2,3","519,87",480,"448,52","553,38","487,45"
